Date,Open,High,Low,Close,Adj Close,Volume
8/2/19,334.559998,340.540009,332.320007,339.559998,333.512085,4675400
8/5/19,332.459991,333.369995,326.959991,331.059998,325.163452,5876100
8/6/19,333.98999,335.700012,329.140015,332.450012,326.528748,3653300
8/7/19,328.600006,333.649994,324.570007,331.380005,325.477783,4187600
8/8/19,331.299988,336.429993,328.859985,336.350006,332.420715,3673000
8/9/19,334.059998,339.079987,333.170013,337.549988,333.606689,3102900
8/12/19,333.679993,336.01001,331.369995,332.940002,329.050537,2542500
8/13/19,331.820007,337.399994,330.5,332.859985,328.971466,3689700
8/14/19,328.350006,329.540009,320.410004,320.420013,316.676788,5110400
8/15/19,323,328.070007,319.549988,328,324.168243,4721800
8/16/19,330.220001,331.160004,326.480011,330.450012,326.589661,3866600
8/19/19,334.179993,335.910004,331.399994,333.779999,329.880707,2335600
8/20/19,332.470001,333.5,328.880005,331.75,327.874451,2039000
8/21/19,335.480011,342.579987,333.209991,339.98999,336.018188,3265600
8/22/19,342.429993,356.440002,341.01001,354.410004,350.269714,8320900
8/23/19,355.350006,369.690002,354.350006,356.01001,351.851044,11518700
8/26/19,365.040009,367.339996,356.890015,359.040009,354.845642,4661100
8/27/19,359.420013,361.309998,353.619995,354.730011,350.585999,3740300
8/28/19,353.309998,360.190002,351.179993,359.970001,355.764771,2402000
8/29/19,363.850006,366.040009,360.170013,362.73999,358.502411,2717500
8/30/19,364.369995,366.369995,362.399994,364.089996,359.836639,3147000
9/3/19,354.109985,355.320007,350.609985,354.420013,350.279633,4272200
9/4/19,357.679993,358.029999,354.429993,356.529999,352.36496,2737100
9/5/19,360.140015,364.709991,359.130005,360.299988,356.090881,3643300
9/6/19,361.609985,364.910004,359.119995,363,358.759369,3022600
9/9/19,357.980011,360.929993,354.730011,358.779999,354.588654,4183300
9/10/19,359,369.48999,358.549988,369.48999,365.173523,4547200
9/11/19,368.73999,383.5,368,382.940002,378.466431,8437000
9/12/19,383.709991,384,374.309998,375.630005,371.241821,4495300
9/13/19,377.390015,381.75,377.049988,379.76001,375.323578,3628900
9/16/19,378.140015,381.630005,375,378.850006,374.424194,3055500
9/17/19,378.410004,385.309998,377.799988,384.200012,379.7117,3269500
9/18/19,383.25,386.73999,379.799988,386.410004,381.895905,4186400
9/19/19,386.140015,388.519989,382.899994,384.440002,379.948914,2928800
9/20/19,384.109985,384.730011,377.920013,379.390015,374.957916,6643000
9/23/19,376.609985,380.100006,374.420013,377.029999,372.625458,2674900
9/24/19,379.540009,381.890015,375.309998,381.649994,377.191498,3533300
9/25/19,384.910004,391,383.100006,386.200012,381.688354,4705500
9/26/19,387.100006,388.230011,383.329987,386.890015,382.3703,2520400
9/27/19,388.190002,389.690002,381.309998,382.859985,378.38736,2730800
9/30/19,383,383.769989,376.690002,380.470001,376.025269,3183300
10/1/19,381.700012,382.850006,374.630005,374.940002,370.559875,2943800
10/2/19,371.850006,372.98999,363.769989,367.359985,363.06842,3698300
10/3/19,366.209991,372.25,363.230011,372.070007,367.723419,2623900
10/4/19,372.25,376.130005,371.720001,375.700012,371.311035,2008400
10/7/19,374.059998,378.149994,373.059998,376.540009,372.141205,1931800
10/8/19,371.049988,377.339996,368.640015,374.100006,369.729706,4030200
10/9/19,376,377.859985,373.5,374.959991,370.579651,2774100
10/10/19,373.700012,374.540009,370.329987,371,366.665924,2723700
10/11/19,373,376.940002,370.079987,374.920013,370.540131,3935400
10/14/19,374.25,378.700012,372.679993,373.179993,368.820435,2124500
10/15/19,372.579987,373.529999,370.529999,370.959991,366.626373,2836600
10/16/19,370.220001,377.420013,369.23999,372.429993,368.079224,3657100
10/17/19,372.420013,373.799988,369.059998,369.059998,364.748596,2397100
10/18/19,369,369.350006,344,344,339.981354,13544300
10/21/19,332.890015,334.23999,324.399994,331.059998,327.192474,15493100
10/22/19,336.070007,341.480011,334.459991,337,333.06311,7949700
10/23/19,345,350.799988,336.5,340.5,336.522217,10960800
10/24/19,341.700012,345.73999,337.769989,344.549988,340.524902,5382700
10/25/19,342.920013,343.369995,338.899994,339.829987,335.860046,4058000
10/28/19,341.5,344.980011,339.48999,340.880005,336.897766,3234500
10/29/19,340.190002,349.720001,339.220001,348.929993,344.853729,6113600
10/30/19,346.630005,350,343.269989,346.059998,342.017273,3997600
10/31/19,344.700012,346.059998,339.450012,339.910004,335.939117,3868400
11/1/19,340.589996,345.190002,339.5,345.190002,341.15744,3538200
11/4/19,346.459991,351.450012,346.049988,351.089996,346.988495,3703000
11/5/19,355.230011,361.609985,353.190002,358.290009,354.104401,5468900
11/6/19,358.859985,359.399994,353.130005,354.190002,350.052307,3815700
11/7/19,356.119995,359.399994,355.049988,357.309998,355.196686,2834500
11/8/19,356.399994,357,350.549988,351,348.924011,3218200
11/11/19,349.040009,369.75,345.559998,366.959991,364.789612,11483400
11/12/19,366.48999,367.109985,360.01001,362.880005,360.733734,5769700
11/13/19,361.869995,366.619995,361.119995,362.5,360.355988,3453700
11/14/19,363.100006,368.480011,361.480011,367.440002,365.266785,5339600
11/15/19,370,373.480011,369.299988,371.679993,369.481689,5493100
11/18/19,371.670013,375.600006,367.899994,369.459991,367.274811,3823800
11/19/19,373.51001,374.829987,361.609985,367,364.829376,6670200
11/20/19,366,370.98999,365.75,370.910004,368.716248,3774800
11/21/19,369.75,370.76001,366.26001,366.440002,364.272675,2703800
11/22/19,368.269989,373.549988,366.609985,371.339996,369.143707,3915700
11/25/19,372.519989,374.299988,369.200012,373.130005,370.923126,3324400
11/26/19,373.660004,374.769989,371.359985,373.51001,371.300873,2859000
11/27/19,369.959991,371.829987,366.799988,368,365.823456,4145000
11/29/19,367.5,368.299988,366.179993,366.179993,364.014221,1390900
12/2/19,367.079987,367.380005,355.160004,355.179993,353.079285,4794500
12/3/19,352.089996,355.559998,347.609985,352.079987,349.99762,4683500
12/4/19,354.700012,355.290009,348.820007,348.839996,346.776764,3014200
12/5/19,350.220001,350.420013,345.589996,345.679993,343.635468,4719600
12/6/19,347.73999,354.399994,347.109985,354.089996,351.995728,2856100
12/9/19,352.670013,353.600006,349.570007,351.209991,349.132751,2844600
12/10/19,350.149994,351.399994,347.450012,347.899994,345.842346,2920900
12/11/19,342.100006,350.029999,338.5,350,347.929932,7369100
12/12/19,348.25,351.070007,341,346.290009,344.241882,5970000
12/13/19,346.299988,349.309998,341.100006,341.670013,339.6492,4526300
12/16/19,328.529999,336.230011,326.429993,327,325.065948,16488200
12/17/19,322.059998,330.950012,320.609985,327,325.065948,13526400
12/18/19,328.720001,335.25,328.140015,330.679993,328.724182,7029300
12/19/19,332.899994,334.809998,330.980011,333.5,331.527496,5492600
12/20/19,334.619995,335.5,328,328,326.060028,9489400
12/23/19,336.75,340.589996,334.200012,337.549988,335.553558,9534800
12/24/19,339.51001,339.75,332.619995,333,331.030457,4120100
12/26/19,332.700012,333.359985,329.299988,329.920013,327.968689,4593400
12/27/19,330.200012,333.649994,329.170013,330.140015,328.187408,4124000
12/30/19,330.5,330.630005,325.709991,326.399994,324.469513,4525500
12/31/19,325.410004,326.570007,323.320007,325.76001,323.833313,4958800
1/2/20,328.549988,333.350006,327.700012,333.320007,331.348572,4544400
1/3/20,330.630005,334.890015,330.299988,332.76001,330.791901,3875900
1/6/20,329.299988,334.859985,327.880005,333.73999,331.766083,5355000
1/7/20,334.26001,344.190002,330.709991,337.279999,335.285156,9898600
1/8/20,332.399994,334.029999,329.600006,331.369995,329.410095,8239200
1/9/20,334.950012,341.730011,332.049988,336.339996,334.350708,8175600
1/10/20,335.559998,337.700012,329.450012,329.920013,327.968689,7161700
1/13/20,332.399994,334.100006,330.079987,330.220001,328.266907,5648500
1/14/20,330.76001,335.350006,328.279999,332.350006,330.384308,6945300
1/15/20,332.350006,333.109985,329.690002,329.799988,327.849396,4578300
1/16/20,331.049988,332.869995,329.309998,332,330.036377,4024100
1/17/20,332.390015,332.5,323,324.149994,322.232819,11061700
1/21/20,322.600006,326.600006,305.75,313.369995,311.516571,19318000
1/22/20,309.820007,312.839996,302.720001,309,307.172424,18792600
1/23/20,308.5,318.170013,307.700012,317.790009,315.910431,9702100
1/24/20,322,326.200012,312.51001,323.049988,321.139313,17798200
1/27/20,316.209991,321.26001,314.579987,316.600006,314.727478,7468100
1/28/20,318.049988,319.359985,314,316.559998,314.687714,5502200
1/29/20,324.350006,327.179993,319.140015,322.019989,320.115387,12454700
1/30/20,320.5,325.350006,317.640015,323.299988,321.387817,6022000
1/31/20,321.75,321.929993,316.98999,318.269989,316.387573,4999600
2/3/20,318.75,320.73999,314.880005,316,314.131012,4847700
2/4/20,318.279999,319.480011,315.029999,317.940002,316.05954,3779800
2/5/20,320.5,329.679993,319.230011,329.549988,327.600861,6071800
2/6/20,330.910004,343.440002,325.660004,341.429993,339.410614,12845500
2/7/20,340.369995,340.73999,335.690002,336.75,334.758301,5337800
2/10/20,337.220001,345.940002,336.320007,344.670013,342.63147,5876400
2/11/20,347.640015,348.070007,342.100006,344.420013,342.382935,5311500
2/12/20,346.420013,349.950012,345.850006,347.450012,345.39502,4421500
2/13/20,344.320007,347.890015,342.630005,342.820007,342.820007,3783100
2/14/20,342.299988,344.5,338,340.48999,340.48999,4199800
2/18/20,338.769989,339.98999,336.100006,338.880005,338.880005,2904600
2/19/20,338.119995,341.470001,335.859985,338.299988,338.299988,4935700
2/20/20,338.290009,341.23999,335.390015,336.279999,336.279999,2807500
2/21/20,334.049988,334.660004,330.230011,330.380005,330.380005,3709900
2/24/20,320,321.73999,316.329987,317.899994,317.899994,6073200
2/25/20,318.26001,320.640015,303.630005,304.140015,304.140015,8052500
2/26/20,307,315.220001,304.059998,305.589996,305.589996,6987300
2/27/20,300.369995,301,284.290009,287.76001,287.76001,10982400
2/28/20,278.070007,282.859985,269.600006,275.109985,275.109985,15375100
3/2/20,279.540009,291.709991,274.290009,289.269989,289.269989,11012300
3/3/20,292,297.440002,278.079987,280.619995,280.619995,7499300
3/4/20,284.549988,285.910004,277.01001,283.119995,283.119995,6986100
3/5/20,275.790009,276.309998,259.649994,260.369995,260.369995,14669100
3/6/20,253.699997,264.290009,249.800003,262.329987,262.329987,12861800
3/9/20,238,241.479996,224.369995,227.169998,227.169998,11585500
3/10/20,237,237.830002,215,231.009995,231.009995,13059600
3/11/20,222.990005,226.990005,187,189.080002,189.080002,28503500
3/12/20,160.529999,189.850006,154.809998,154.839996,154.839996,31734400
3/13/20,174.970001,178.279999,161.380005,170.199997,170.199997,21168500
3/16/20,149.419998,151,128.759995,129.610001,129.610001,26844400
3/17/20,132.509995,134.960007,101.25,124.139999,124.139999,54492200
3/18/20,99.860001,107.849998,89,101.889999,101.889999,61943200
3/19/20,98.800003,103.57,90.349998,97.709999,97.709999,40210600
3/20/20,99.849998,107,94.279999,95.010002,95.010002,41370700
3/23/20,98.75,114.489998,93.559998,105.620003,105.620003,46140100
3/24/20,123.68,127.959999,116.129997,127.68,127.68,43683100
3/25/20,154.899994,174.770004,141,158.729996,158.729996,77826000
3/26/20,172.289993,186.479996,167.179993,180.550003,180.550003,63267300
3/27/20,172,172.919998,155.539993,162,162,47880200
3/30/20,153.809998,153.809998,140.679993,152.279999,152.279999,51052500
3/31/20,155,160.639999,149,149.139999,149.139999,29954000
4/1/20,138.910004,144.380005,130,130.699997,130.699997,41899700
4/2/20,128.509995,136.679993,120.019997,123.269997,123.269997,42372400
4/3/20,125,131.289993,122.5,124.519997,124.519997,37347400
4/6/20,133.699997,149.690002,129.210007,148.770004,148.770004,51085500
4/7/20,162,164.800003,140.259995,141.580002,141.580002,56699100
4/8/20,147.509995,154,144.550003,146.869995,146.869995,41351000
4/9/20,154.710007,157.979996,150.089996,151.839996,151.839996,38049500
4/13/20,155.5,156,146.259995,147.330002,147.330002,25951500
4/14/20,150.509995,152.369995,140,142.229996,142.229996,27884149
